DexNumber,Name,FlavorText,Grass,Water,Fire
693,Clawitzer,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,0,1,0
708,Phantump,"With a voice like a human child’s, it cries out to lure adults deep into the forest, getting them lost among the trees.",1,0,0
708,Phantump,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon.",1,0,0
708,Phantump,"An unknown spirit came to lodge in a tree stump, creating this Pokémon. A cure-all can be made from an infusion of its green leaves.",1,0,0
708,Phantump,"By imitating the voice of a child, it causes people to get hopelessly lost deep in the forest. It’s trying to make friends with them.",1,0,0
708,Phantump,"According to legend, medicine to cure any illness can be made by plucking the green leaves on its head, brewing them, and boiling down the liquid.",1,0,0
708,Phantump,These Pokémon are stumps possessed by the spirits of children who died in the forest. Their cries sound like eerie screams.,1,0,0
708,Phantump,"According to old tales, these Pokémon are stumps possessed by the spirits of children who died while lost in the forest.",1,0,0
708,Phantump,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.,1,0,0
709,Trevenant,Small roots that extend from the tips of this Pokémon’s feet can tie into the trees of the forest and give Trevenant control over them.,1,0,0
709,Trevenant,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind.",1,0,0
709,Trevenant,"This Pokémon controls trees via roots stretching from its feet, and it will attack anyone that dares to ravage the forest.",1,0,0
709,Trevenant,"It’s feared as a ghost of the forest. Lumberjacks bring along Fire types, which Trevenant hates, when they enter the forest.",1,0,0
709,Trevenant,"Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell.",1,0,0
709,Trevenant,"This Pokémon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness.",1,0,0
709,Trevenant,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",1,0,0
709,Trevenant,"It can control trees at will. It will trap people who harm the forest, so they can never leave.",1,0,0
710,Pumpkaboo,Massive Pumpkaboo are said to be the product of areas where a great number of lost souls lingered.,1,0,0
710,Pumpkaboo,Supersized Pumpkaboo are very partial to the spirits of people who were of similarly superior proportions.,1,0,0
710,Pumpkaboo,Large Pumpkaboo are said to be the product of areas where many lost souls lingered.,1,0,0
710,Pumpkaboo,"When taking spirits to the afterlife, large Pumpkaboo prefer the spirits of adults to those of children.",1,0,0
710,Pumpkaboo,Small Pumpkaboo are said to be the product of areas where few lost souls lingered.,1,0,0
710,Pumpkaboo,"When taking spirits to the afterlife, small Pumpkaboo prefer the spirits of children to those of adults.",1,0,0
710,Pumpkaboo,The light that streams out from the holes in the pumpkin can hypnotize and control the people and Pokémon that see it.,1,0,0
710,Pumpkaboo,Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.,1,0,0
710,Pumpkaboo,It is said to carry wandering spirits to the place where they belong so they can move on.,1,0,0
710,Pumpkaboo,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",1,0,0
711,Gourgeist,A supersized Pumpkaboo evolves into a supersized Gourgeist. Its bodily proportions also get passed on to its descendants.,1,0,0
711,Gourgeist,Supersized Gourgeist aren’t picky. They will forcefully drag anyone off to the afterlife.,1,0,0
711,Gourgeist,A large-sized Pumpkaboo evolves into a large-sized Gourgeist. Its bodily proportions also get passed on to its descendants.,1,0,0
711,Gourgeist,"Large Gourgeist put on the guise of adults, taking the hands of children to lead them to the afterlife.",1,0,0
711,Gourgeist,A small-sized Pumpkaboo evolves into a small-sized Gourgeist. Its bodily proportions also get passed on to its descendants.,1,0,0
711,Gourgeist,Small Gourgeist pretend to be children to fool adults. Anyone who falls for the act gets carried away to the hereafter.,1,0,0
711,Gourgeist,"In the darkness of a new-moon night, Gourgeist will come knocking. Whoever answers the door will be swept off to the afterlife.",1,0,0
711,Gourgeist,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.,1,0,0
711,Gourgeist,It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.,1,0,0
711,Gourgeist,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",1,0,0
722,Rowlet,Flies noiselessly on delicate wings. It has mastered the art of deftly launching dagger-sharp feathers from those same wings.,1,0,0
722,Rowlet,"During the day, it builds up energy via photosynthesis. At night, it flies silently through the sky, on the prowl for prey.",1,0,0
722,Rowlet,"At a distance, it launches its sharp feathers while flying about. If the enemy gets too close, Rowlet switches tactics and delivers vicious kicks.",1,0,0
722,Rowlet,"It feels relaxed in tight, dark places and has been known to use its Trainer’s pocket or bag as a nest.",1,0,0
722,Rowlet,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable.",1,0,0
722,Rowlet,"Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.",1,0,0
722,Rowlet,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.",1,0,0
723,Dartrix,"Regularly basks in sunlight to gather power—presumably due to the frigid climate. Nonetheless, the edges of the blade quills set into its wings are keen as ever.",1,0,0
723,Dartrix,It never slacks when it comes to the task of cleaning its feathers. Thorough preening keeps it looking spiffy and its blade quills nice and sharp.,1,0,0
723,Dartrix,"It throws one knifelike feather after another at its enemies, and each one precisely strikes a weak point. These feathers are known as blade quills.",1,0,0
723,Dartrix,"Supremely sensitive to the presence of others, it can detect opponents standing behind it, flinging its sharp feathers to take them out.",1,0,0
723,Dartrix,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.",1,0,0
723,Dartrix,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,1,0,0
723,Dartrix,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",1,0,0
724,Decidueye,The air stored inside the rachises of Decidueye’s feathers insulates the Pokémon against Hisui’s extreme cold. This is firm proof that evolution can be influenced by environment.,1,0,0
724,Decidueye,"In a tenth of a second, it can nock and fire an arrow quill, piercing an opponent’s weak point before they notice what’s happening.",1,0,0
724,Decidueye,"As if wielding a bow, it launches the arrow quills hidden among the feathers of its wings. Decidueye’s shots never miss.",1,0,0
724,Decidueye,"Decidueye can nock and fire an arrow at an enemy in a tenth of a second, so its battles are decided in the blink of an eye.",1,0,0
724,Decidueye,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",1,0,0
724,Decidueye,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",1,0,0
724,Decidueye,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.",1,0,0
725,Litten,Trying to pet Litten before it trusts you will result in a nasty scratch from its sharp claws. Be careful.,0,0,1
725,Litten,It spends even the smallest amount of downtime grooming its fur with its tongue. Loose fur gathers in its stomach and serves as fuel for fiery moves.,0,0,1
725,Litten,"Its coat regrows twice a year. When the time comes, Litten sets its own body on fire and burns away the old fur.",0,0,1
725,Litten,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no.",0,0,1
725,Litten,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,0,0,1
725,Litten,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",0,0,1
726,Torracat,"When facing a powerful enemy, Torracat’s fighting spirit gets pumped up, and its fire bell blazes hotter.",0,0,1
726,Torracat,"In the midst of battle, the fire pouch on Torracat’s neck rings like a bell and produces stronger flames than usual.",0,0,1
726,Torracat,"When its mane is standing on end, you can tell it’s feeling good. When it isn’t feeling well, its fur will lie down flat.",0,0,1
726,Torracat,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches.",0,0,1
726,Torracat,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",0,0,1
726,Torracat,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.",0,0,1
727,Incineroar,"Incineroar’s rough and aggressive behavior is its most notable trait, but the way it helps out small Pokémon shows that it has a kind side as well.",0,0,1
727,Incineroar,"It excels at violent, no-holds-barred battles. The temperature of the flames that issue from its navel exceeds 3,600 degrees Fahrenheit.",0,0,1
727,Incineroar,"When its fighting spirit is set alight, the flames around its waist become especially intense.",0,0,1
727,Incineroar,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents.",0,0,1
727,Incineroar,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",0,0,1
727,Incineroar,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.",0,0,1
728,Popplio,"If Popplio want to create big, powerful balloons, they must be persistent. It takes daily practice for these Pokémon to develop their skills.",0,1,0
728,Popplio,"It creates special bouncy balloons to send at its opponents. When the balloons pop, the sheer force of their bursting is what deals damage.",0,1,0
728,Popplio,Popplio gets on top of its bouncy water balloons to jump higher. It’s quite the acrobatic fighter!,0,1,0
728,Popplio,The balloons it inflates with its nose grow larger and larger as it practices day by day.,0,1,0
728,Popplio,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,0,1,0
728,Popplio,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.",0,1,0
729,Brionne,"On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that’s leading them.",0,1,0
729,Brionne,"As if dancing, it artfully dodges the attacks of its enemies. All the while, it’s busy forming a bunch of balloons to overwhelm its foes.",0,1,0
729,Brionne,It attacks by smacking its enemies with the exploding water balloons that it creates.,0,1,0
729,Brionne,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.,0,1,0
729,Brionne,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",0,1,0
729,Brionne,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.",0,1,0
730,Primarina,"For Primarina, every battle’s a stage. Its singing and the dancing of its balloons will mesmerize the audience.",0,1,0
730,Primarina,"With its mouth, it makes sonic waves that sound like beautiful singing. It uses the sonic waves to control its water balloons.",0,1,0
730,Primarina,"Also known as a songstress, it has a fantastical look on moonlit nights when it leads its colony in song.",0,1,0
730,Primarina,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing.",0,1,0
730,Primarina,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,0,1,0
730,Primarina,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,0,1,0
741,Oricorio,This form of Oricorio has sipped red nectar. It whips up blazing flames as it moves to the steps of its passionate dance.,0,0,1
741,Oricorio,"This Pokémon is incredibly popular, possibly because its passionate dancing is a great match with the temperament of Paldean people.",0,0,1
741,Oricorio,"This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry.",0,0,1
741,Oricorio,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,0,0,1
741,Oricorio,This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.,0,0,1
741,Oricorio,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",0,0,1
746,Wishiwashi,"When facing tough opponents, they get into formation. But if they get wounded in battle, they’ll scatter and become solitary again.",0,1,0
746,Wishiwashi,"On their own, they’re very weak. But when Wishiwashi pool their power together in a school, they become a demon of the sea.",0,1,0
746,Wishiwashi,"Called “demon of the sea” by some, when Wishiwashi are injured in battle and their numbers dwindle, they become a regular school.",0,1,0
746,Wishiwashi,Wishiwashi assemble in this formation to face off against strong foes. It boasts a strength that earned it the name “demon of the sea.”,0,1,0
746,Wishiwashi,"At their appearance, even Gyarados will flee. When they team up to use Water Gun, its power exceeds that of Hydro Pump.",0,1,0
746,Wishiwashi,"Weak Wishiwashi school together to concentrate their power. Their united force makes them the demon of the sea, feared near and far.",0,1,0
746,Wishiwashi,"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather.",0,1,0
746,Wishiwashi,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents.",0,1,0
746,Wishiwashi,"When it’s in a jam, its shining eyes attract others of its kind. The light from its eyes is visible almost 25 miles away.",0,1,0
746,Wishiwashi,"They’re weak, so they move in schools. However, they can also often be seen all alone, having strayed from the school.",0,1,0
746,Wishiwashi,"It’s awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson.",0,1,0
746,Wishiwashi,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",0,1,0
747,Mareanie,"It has excellent regenerative capabilities. Legs that a Mareanie has lost have a very bitter, astringent flavor—they’re not suitable as food.",0,1,0
747,Mareanie,This Pokémon wanders the seaside looking for food. It often gets electric shocks from broken Pincurchin spines that it tries to eat.,0,1,0
747,Mareanie,"Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious.",0,1,0
747,Mareanie,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.,0,1,0
747,Mareanie,"Aside from its head, its body parts regenerate quickly if they’re cut off. After a good night’s sleep, Mareanie is back to normal.",0,1,0
747,Mareanie,"They eat Corsola branches, so Mareanie are hated by craftsmen who work with Corsola branches that have naturally fallen off.",0,1,0
747,Mareanie,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,0,1,0
747,Mareanie,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",0,1,0
748,Toxapex,"Toxapex gets into fierce battles with Bruxish over areas where warm ocean currents flow, but the odds are always against it.",0,1,0
748,Toxapex,This Pokémon lives within a dome made by its own legs. Toxapex monitors its surroundings by sensing the flow of the tide through its spikes.,0,1,0
748,Toxapex,Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect.,0,1,0
748,Toxapex,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat.",0,1,0
748,Toxapex,"With its 12 legs, it creates a dome to shelter within. The flow of the tides doesn’t affect Toxapex in there, so it’s very comfortable.",0,1,0
748,Toxapex,"To attack, this Pokémon sends toxic spikes flying at its enemies. Ones that come close get mown down by the claws on its feet.",0,1,0
748,Toxapex,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",0,1,0
748,Toxapex,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,0,1,0
751,Dewpider,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head.",0,1,0
751,Dewpider,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,0,1,0
751,Dewpider,"It can only breathe oxygen that has dissolved in water, so it wears a water bubble on its head when it walks around on land.",0,1,0
751,Dewpider,"When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way.",0,1,0
751,Dewpider,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",0,1,0
751,Dewpider,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,0,1,0
752,Araquanid,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.",0,1,0
752,Araquanid,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.",0,1,0
752,Araquanid,"It has a habit of storing things it values in its water bubble. If its Trainer doesn’t watch out, Araquanid will try to put them in its bubble!",0,1,0
752,Araquanid,"It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head.",0,1,0
752,Araquanid,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",0,1,0
752,Araquanid,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.",0,1,0
753,Fomantis,Many Trainers give their Fomantis their own flowerpots so they can sunbathe in peace and quiet.,1,0,0
753,Fomantis,Fomantis hates having its naps interrupted. It fires off beams using energy it gathers by bathing in the sun.,1,0,0
753,Fomantis,"During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night.",1,0,0
753,Fomantis,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.",1,0,0
753,Fomantis,"It loves the sunshine. When it basks in the sunlight regularly, it grows up with vivid coloration.",1,0,0
753,Fomantis,"When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.",1,0,0
753,Fomantis,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,1,0,0
753,Fomantis,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",1,0,0
754,Lurantis,A lot of time and effort is required to maintain the vivid colors of its petals. This Pokémon puts its Trainer’s attentiveness to the test.,1,0,0
754,Lurantis,"By masquerading as a bug Pokémon, it lowers the guard of actual bug Pokémon lured in by a scent of sweet flowers. Its sickles bring them down.",1,0,0
754,Lurantis,"The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first.",1,0,0
754,Lurantis,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.",1,0,0
754,Lurantis,"As it slashes into its enemies, it looks like it’s dancing. Its elegant appearance has led some to call it the most glamorous Grass Pokémon.",1,0,0
754,Lurantis,"For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals.",1,0,0
754,Lurantis,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,1,0,0
754,Lurantis,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",1,0,0
755,Morelull,Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.,1,0,0
755,Morelull,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,1,0,0
755,Morelull,"It likes damp dark places. When night falls, the spores filling the caps of its mushrooms glow.",1,0,0
755,Morelull,"It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular.",1,0,0
755,Morelull,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",1,0,0
755,Morelull,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,1,0,0
756,Shiinotic,"If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep.",1,0,0
756,Shiinotic,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.",1,0,0
756,Shiinotic,"When it starts fighting for territory with Parasect, the entire area gets completely coated in spores!",1,0,0
756,Shiinotic,"It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.",1,0,0
756,Shiinotic,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",1,0,0
756,Shiinotic,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,1,0,0
757,Salandit,Only female Salandit can produce gas laden with pheromones. Males entranced by this gas will do whatever the females tell them.,0,0,1
757,Salandit,"It taunts its prey and lures them into narrow, rocky areas where it then sprays them with toxic gas to make them dizzy and take them down.",0,0,1
757,Salandit,This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.,0,0,1
757,Salandit,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.,0,0,1
757,Salandit,"It weakens opponents and sends them reeling with its poisonous gas. Salandit doesn’t deal well with Spinda, since it’s always reeling.",0,0,1
757,Salandit,"The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve.",0,0,1
757,Salandit,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",0,0,1
757,Salandit,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.",0,0,1
758,Salazzle,"When two Salazzle meet, they will use their pheromone gas to fight over the males in each other’s group.",0,0,1
758,Salazzle,"Salazzle makes its opponents light-headed with poisonous gas, then captivates them with alluring movements to turn them into loyal servants.",0,0,1
758,Salazzle,The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.,0,0,1
758,Salazzle,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.,0,0,1
758,Salazzle,It punishes Salandit that couldn’t bring it food with a fierce slap of its flame-spewing palm.,0,0,1
758,Salazzle,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.,0,0,1
758,Salazzle,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",0,0,1
758,Salazzle,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.",0,0,1
761,Bounsweet,A Greedent drawn in by the sweet scent of these Pokémon will tuck the Bounsweet in among the berries in its tail and carry them all away.,1,0,0
761,Bounsweet,"Its sweat is sweet, like syrup made from boiled-down fruit. Because of this, Bounsweet was highly valued in the past, when sweeteners were scarce.",1,0,0
761,Bounsweet,"When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it.",1,0,0
761,Bounsweet,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon.",1,0,0
761,Bounsweet,It tries to resist being swallowed by a bird Pokémon by spinning the sepals on its head. It’s usually a fruitless attempt.,1,0,0
761,Bounsweet,"Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care.",1,0,0
761,Bounsweet,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.",1,0,0
761,Bounsweet,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,1,0,0
762,Steenee,"Steenee bounces energetically through forests. If the rind that peels off its body is pulverized, it can be used to treat stomach pains.",1,0,0
762,Steenee,Steenee spreads a sweet scent that makes others feel invigorated. This same scent is popular for antiperspirants.,1,0,0
762,Steenee,Any Corvisquire that pecks at this Pokémon will be greeted with a smack from its sepals followed by a sharp kick.,1,0,0
762,Steenee,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness.",1,0,0
762,Steenee,"It bounces around, swinging the sepals on its head with abandon. They’re quite painful when they smack you!",1,0,0
762,Steenee,"It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care.",1,0,0
762,Steenee,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,1,0,0
762,Steenee,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.",1,0,0
763,Tsareena,"This Pokémon launches fierce yet elegant kicks with its long, slender legs. It views Quaquaval as its rival.",1,0,0
763,Tsareena,"This Pokémon is proud and aggressive. However, it is said that a Tsareena will instantly become calm if someone touches the crown on its calyx.",1,0,0
763,Tsareena,A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal.,1,0,0
763,Tsareena,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents.",1,0,0
763,Tsareena,"A Pokémon with an aggressive personality and a mastery of kicking, it cackles every time it kicks an opponent.",1,0,0
763,Tsareena,"A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow.",1,0,0
763,Tsareena,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.",1,0,0
763,Tsareena,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.",1,0,0
767,Wimpod,"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence.",0,1,0
767,Wimpod,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.",0,1,0
767,Wimpod,"An astonishingly cowardly Pokémon, Wimpod will whir its legs at high speeds to run away if anything comes near it.",0,1,0
767,Wimpod,"It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it.",0,1,0
767,Wimpod,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",0,1,0
767,Wimpod,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.",0,1,0
768,Golisopod,"They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal.",0,1,0
768,Golisopod,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs.",0,1,0
768,Golisopod,"Its claws, which it can extend and retract at will, are its greatest weapons. Golisopod is sometimes accompanied by Wimpod.",0,1,0
768,Golisopod,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.,0,1,0
768,Golisopod,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",0,1,0
768,Golisopod,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.",0,1,0
771,Pyukumuku,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",0,1,0
771,Pyukumuku,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.",0,1,0
771,Pyukumuku,"Its entire body is covered in its own slime. If you accidentally step on one, you’ll slip, and it will get mad and smack you!",0,1,0
771,Pyukumuku,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.,0,1,0
771,Pyukumuku,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,0,1,0
771,Pyukumuku,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies.",0,1,0
776,Turtonator,Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.,0,0,1
776,Turtonator,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.,0,0,1
776,Turtonator,"Its exploding shell poses a real danger but is sensitive to moisture. On rainy days, Turtonator takes silent refuge in caves.",0,0,1
776,Turtonator,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.,0,0,1
776,Turtonator,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,0,0,1
776,Turtonator,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,0,0,1
779,Bruxish,"When sunlight reflects on the ripples created by a Bruxish grinding its teeth, the water all around sparkles brilliantly.",0,1,0
779,Bruxish,It grinds its teeth with great force to stimulate its brain. It fires the psychic energy created by this process from the protuberance on its head.,0,1,0
779,Bruxish,"Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them.",0,1,0
779,Bruxish,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.",0,1,0
779,Bruxish,It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder’s shell is no match for it.,0,1,0
779,Bruxish,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",0,1,0
781,Dhelmise,"After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force.",1,0,0
781,Dhelmise,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.",1,0,0
781,Dhelmise,"Its chain-like green seaweed can stretch outward for hundreds of yards. For some reason, it gets along well with Skrelp.",1,0,0
781,Dhelmise,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.,1,0,0
